1	-4.08346378968622
2	-5.79449445778505
3	-7.75571614167214
4	-9.50238017077819
5	-11.1913840847033
6	-12.8004075753646
7	-14.3451478594058
8	-15.8246442735395
9	-17.2397487156663
10	-18.5891372670289
11	-19.8700800502766
12	-21.0802725407012
13	-22.2190899703357
14	-23.2812329098406
15	-24.2635630588807
16	-25.1671642371686
17	-25.9849107165907
18	-26.7174300160609
19	-27.3618330269937
20	-27.9150006347251
21	-28.377555319533
22	-28.7481553029107
23	-29.0215781479247
24	-29.2020950851201
25	-29.2864213687972
26	-29.2756479489442
27	-29.1685769701612
28	-28.9683032626298
29	-28.6728409486925
30	-28.283234448277
31	-27.8043969294977
32	-27.235029695527
33	-26.5771941177505
34	-25.8343047754906
35	-25.0096736938688
36	-24.106615361936
37	-23.1255871569051
38	-22.0731100591445
39	-20.951896424375
40	-19.7663157303816
41	-18.5203564789354
42	-17.2184995042565
43	-15.8659179574505
44	-14.4672715588011
45	-13.0277591938057
46	-11.552425809575
47	-10.0466306195102
48	-8.51591659987436
49	-6.96577085355613
50	-5.40171685584673
51	-3.82945547713244
52	-2.25481156018999
53	-0.68303087931246
54	0.880055926637965
55	2.42829330244053
56	3.95709273486075
57	5.4606787689061
58	6.93334815828408
59	8.37041322975458
60	9.76583835371956
61	11.1159735994797
62	12.4150702931869
63	13.6588899189745
64	14.844941488568
65	15.9660170666376
66	17.0195699702969
67	18.0028021443755
68	18.9104279544189
69	19.7420887376623
70	20.4930375892698
71	21.1617708033017
72	21.7467037589669
73	22.2434167398864
74	22.6540051438833
75	22.9756659838596
76	23.2066132081897
77	23.348974164453
78	23.4012596268902
79	23.3629077937794
80	23.234772677856
81	23.0191422673748
82	22.7151882932011
83	22.3274104331014
84	21.8545512963985
85	21.3013221260042
86	20.6685718359447
87	19.9604292475016
88	19.1804770919556
89	18.3295989979521
90	17.4132599320944
91	16.4354694959449
92	15.3997154330065
93	14.3109508634247
94	13.1732005049548
95	11.9912337982293
96	10.7701911913289
97	9.51463058114746
98	8.2301134372587
99	6.92161937150019
100	5.59477906897222
101	4.25473545675485
102	2.90687726172195
103	1.55684909672244
104	0.209933369167884
105	-1.12840641627049
106	-2.45277991040887
107	-3.75791980146105
108	-5.03861058918329
109	-6.28967953538477
110	-7.50607478259169
111	-8.68313650978999
112	-9.8158351827492
113	-10.9000044632696
114	-11.9313237028693
115	-12.9054961917628
116	-13.818995604678
117	-14.667604718196
118	-15.4482282924798
119	-16.1577581761363
120	-16.7940557987693
121	-17.3535757812809
122	-17.8342152767027
123	-18.2346559575827
124	-18.5530408838199
125	-18.7878334148341
126	-18.9385000877681
127	-19.0035250946913
128	-18.9843241054276
129	-18.8788094222742
130	-18.6897430585053
131	-18.4159717333198
132	-18.0591147592381
133	-17.6193307586491
134	-17.1013800999655
135	-16.5048944251476
136	-15.8323347702149
137	-15.0869558837525
138	-14.2712851605688
139	-13.388512229791
140	-12.4420239608574
141	-11.4356719212174
142	-10.3729854128403
143	-9.25830537715162
144	-8.09586991955489
145	-6.89034598103814
146	-5.64599704685425
147	-4.36821174662391
148	-3.06130653768464
149	-1.73073746073706
150	-0.381564010239427
151	0.981117742533728
152	2.35186627799038
153	3.72555982083224
154	5.09656312329414
155	6.45996072192121
156	7.81027128529054
157	9.1424868823641
158	10.4509938586814
159	11.73140587218
160	12.9780091313446
161	14.1871187759367
162	15.3517824941311
163	16.4698508286541
164	17.5369240582872
165	18.5465702609065
166	19.4976031125187
167	20.384121275315
168	21.2031623706847
169	21.9530711264269
170	22.6298551242417
171	23.2300935770132
172	23.7523015094879
173	24.1933329440047
174	24.5540729918394
175	24.8291235317944
176	25.0207767670253
177	25.1256760365534
178	25.1440378717792
179	25.0769846734149
180	24.9241319279882
181	24.6848967600771
182	24.361100362641
183	23.9536848394422
184	23.4611665811746
185	22.8904565510204
186	22.2408776970684
