1	1.39653021309137E-03
2	2.88158879607403E-03
3	3.89980071454279E-03
4	4.62355916471794E-03
5	5.08898501676087E-03
6	5.31822767377341E-03
7	5.32710536583176E-03
8	5.12774968799416E-03
9	4.73114373793925E-03
10	4.14660839466728E-03
11	3.38399225459634E-03
12	2.45257826541082E-03
13	1.36095321147708E-03
14	1.19102908832572E-04
15	-1.26397861549497E-03
16	-2.77847275364443E-03
17	-4.41502229792142E-03
18	-6.16383219735022E-03
19	-8.01461138671165E-03
20	-9.95699242996968E-03
21	-1.19811996319409E-02
22	-1.40763047636995E-02
23	-1.62321562667763E-02
24	-1.84377032463665E-02
25	-2.06826456168053E-02
26	-2.29565331061547E-02
27	-2.52478250013631E-02
28	-2.75476487217593E-02
29	-2.98429244792353E-02
30	-3.21260621350096E-02
31	-3.43850644270649E-02
32	-3.66104847707491E-02
33	-3.87908708701339E-02
34	-4.09193128529213E-02
35	-0.042985451399339
36	-4.49807815401296E-02
37	-4.68958301950671E-02
38	-4.87224001110358E-02
39	-5.04532513870208E-02
40	-5.20809523516809E-02
41	-0.053598984046871
42	-5.49988277233454E-02
43	-5.62771949208064E-02
44	-0.057426710242042
45	-5.84440712466067E-02
46	-5.93212081472346E-02
47	-6.00618351218484E-02
48	-6.06556808683941E-02
49	-6.11051522076804E-02
50	-6.14036606529441E-02
51	-6.15546591509513E-02
